date,sha_open,sha_high,sha_low,sha_close,sha_volume,hsi_open,hsi_high,hsi_low,hsi_close,hsi_volume,nik_open,nik_high,nik_low,nik_close,nik_volume
2015-03-23,3640.10400390625,3688.2490234375,3635.485107421875,3687.72802734375,536100,24538.33984375,24559.76953125,24436.419921875,24494.509765625,1461178100,19607.98046875,19778.599609375,19584.73046875,19754.359375,124400000
2015-03-24,3692.569091796875,3715.873046875,3600.697998046875,3691.409912109375,639600,24484.6796875,24490.150390625,24294.94921875,24399.599609375,1559006100,19718.990234375,19770.640625,19646.349609375,19713.44921875,141900000
2015-03-25,3680.952880859375,3693.15087890625,3634.55908203125,3660.72705078125,521900,24410.529296875,24613.689453125,24377.919921875,24528.23046875,1421279500,19745.75,19775.44921875,19542.220703125,19746.19921875,145000000
2015-03-26,3641.94189453125,3707.318115234375,3615.010986328125,3682.094970703125,488600,24442.509765625,24592.009765625,24399.83984375,24497.080078125,1346154100,19605.599609375,19623.109375,19397.009765625,19471.119140625,154800000
2015-03-27,3686.134033203125,3710.47705078125,3656.8310546875,3691.095947265625,408900,24541.439453125,24549.880859375,24420.470703125,24486.19921875,1610426400,19374.720703125,19590.029296875,19099.869140625,19285.630859375,178300000
2015-03-30,3710.612060546875,3795.93505859375,3710.612060546875,3786.568115234375,564700,24727.4609375,24949.349609375,24725.51953125,24855.119140625,2574119600,19295.2109375,19474.0703125,19227.2890625,19411.400390625,136300000
2015-03-31,3822.987060546875,3835.56689453125,3737.04296875,3747.89892578125,561700,25113.19921875,25113.19921875,24876.369140625,24900.890625,2557002200,19592.4296875,19607.25,19206.990234375,19206.990234375,151600000
2015-04-01,3748.340087890625,3817.08203125,3742.212890625,3810.2939453125,447500,24955.19921875,25099.060546875,24926.109375,25082.75,1713463600,19129.75,19195.23046875,18927.94921875,19034.83984375,160400000
2015-04-02,3827.68896484375,3835.450927734375,3775.89404296875,3825.783935546875,479300,25214.330078125,25297.80078125,25152.5703125,25275.640625,2106782000,19141.9296875,19433.890625,19115.140625,19312.7890625,147100000
2015-04-08,3976.531982421875,4000.219970703125,3903.64794921875,3994.81103515625,618100,25708.240234375,26247.630859375,25640.0390625,26236.859375,4101527400,19729.69921875,19845.529296875,19693.630859375,19789.810546875,140700000
2015-04-09,4006.1298828125,4016.39599609375,3900.027099609375,3957.533935546875,585200,26913.279296875,27922.669921875,26732.23046875,26944.390625,5024522600,19851.119140625,19957.3203125,19822.490234375,19937.720703125,120000000
2015-04-10,3947.491943359375,4040.347900390625,3929.319091796875,4034.31005859375,484300,27373.6796875,27373.6796875,26812.75,27272.390625,3341162700,19989.55078125,20006.0,19845.310546875,19907.630859375,136200000
2015-04-13,4072.722900390625,4128.07177734375,4057.29296875,4121.71484375,589800,27374.330078125,28031.9609375,27304.119140625,28016.33984375,4727115800,19967.380859375,19975.66015625,19825.689453125,19905.4609375,107000000
2015-04-14,4125.7822265625,4168.34619140625,4091.257080078125,4135.56494140625,610700,27688.259765625,27915.009765625,27483.44921875,27561.490234375,3774122300,19828.650390625,19922.5,19828.650390625,19908.6796875,111600000
2015-04-15,4135.64794921875,4175.494140625,4069.007080078125,4084.1630859375,613000,27693.25,27807.98046875,27442.51953125,27618.8203125,3926508000,19838.529296875,19913.419921875,19823.859375,19869.759765625,121600000
2015-04-16,4055.916015625,4195.30517578125,4031.243896484375,4194.8232421875,551200,27557.2890625,27787.98046875,27470.099609375,27739.7109375,3269721300,19862.48046875,19894.349609375,19742.119140625,19885.76953125,174300000
2015-04-17,4254.72314453125,4317.22314453125,4238.91015625,4287.2958984375,701700,27808.240234375,27969.41015625,27597.6796875,27653.119140625,3105824800,19810.400390625,19815.25,19638.369140625,19652.880859375,188200000
2015-04-20,4301.35205078125,4356.0009765625,4190.68115234375,4217.0771484375,857100,27770.7890625,27770.7890625,26959.76953125,27094.9296875,3375883900,19501.0,19725.859375,19474.23046875,19634.490234375,144100000
2015-04-21,4212.18505859375,4294.375,4188.56884765625,4293.623046875,634500,27404.150390625,27925.359375,27404.150390625,27850.490234375,2737826700,19731.5703125,19909.08984375,19678.220703125,19909.08984375,161600000
2015-04-22,4304.59716796875,4400.19287109375,4297.951171875,4398.494140625,680300,27821.3203125,28048.4609375,27727.859375,27933.849609375,2367949700,19999.83984375,20144.66015625,19983.0,20133.900390625,204400000
2015-04-23,4414.48486328125,4444.41015625,4358.84423828125,4414.5078125,667300,28112.380859375,28213.630859375,27804.029296875,27827.69921875,2442203700,20227.279296875,20252.119140625,20116.189453125,20187.650390625,200900000
2015-04-24,4355.951171875,4416.3759765625,4318.119140625,4393.68603515625,628600,27978.390625,28089.369140625,27591.5703125,28060.98046875,2414041400,20142.470703125,20142.470703125,20013.740234375,20020.0390625,139700000
2015-04-27,4441.92919921875,4529.73486328125,4441.92919921875,4527.39599609375,671100,28245.140625,28588.51953125,28245.140625,28433.58984375,2790074700,20063.80078125,20069.240234375,19909.859375,19983.3203125,123500000
2015-04-28,4527.634765625,4572.39111328125,4432.90380859375,4476.21484375,767700,28448.220703125,28548.44921875,28251.990234375,28442.75,3045477300,20068.650390625,20133.779296875,20031.7109375,20058.94921875,138700000
2015-04-30,4483.01318359375,4507.34423828125,4441.05419921875,4441.65478515625,526700,28289.140625,28317.869140625,27997.900390625,28133.0,2561272000,19847.5,19852.66015625,19502.609375,19520.009765625,189100000
2015-05-07,4197.89599609375,4213.76416015625,4108.0087890625,4112.2138671875,394600,27567.619140625,27604.490234375,27207.279296875,27289.970703125,1894753100,19356.4609375,19461.080078125,19257.849609375,19291.990234375,165700000
2015-05-08,4152.98388671875,4206.85986328125,4099.0419921875,4205.9169921875,397400,27557.51953125,27652.619140625,27367.109375,27577.33984375,1817614400,19315.630859375,19458.75,19302.7109375,19379.189453125,181600000
2015-05-11,4231.27099609375,4334.876953125,4187.81982421875,4333.583984375,488800,27837.0390625,27837.279296875,27582.23046875,27718.19921875,1540963800,19637.580078125,19679.630859375,19586.810546875,19620.91015625,214400000
2015-05-12,4342.3701171875,4402.30908203125,4317.97509765625,4401.21923828125,521900,27664.1796875,27693.630859375,27395.91015625,27407.1796875,1530000900,19608.23046875,19626.75,19467.650390625,19624.83984375,203500000
2015-05-13,4402.3779296875,4415.62890625,4342.48095703125,4375.759765625,510500,27473.5,27524.8203125,27191.029296875,27249.279296875,2088818800,19568.759765625,19791.880859375,19494.69921875,19764.720703125,193600000
2015-05-14,4372.81591796875,4397.7451171875,4329.0419921875,4378.31103515625,449100,27395.919921875,27397.669921875,27192.9296875,27286.55078125,1522212900,19661.51953125,19717.80078125,19546.8203125,19570.240234375,171700000
2015-05-15,4366.82177734375,4366.82177734375,4278.55322265625,4308.69091796875,439700,27459.580078125,27928.599609375,27315.099609375,27822.279296875,1754137700,19693.169921875,19750.759765625,19633.75,19732.919921875,178400000
2015-05-18,4277.89501953125,4324.826171875,4260.5087890625,4283.4912109375,380100,27792.439453125,27792.439453125,27435.5703125,27591.25,1378791400,19766.16015625,19890.26953125,19741.220703125,19890.26953125,206800000
2015-05-19,4285.77685546875,4418.40283203125,4285.77685546875,4417.5517578125,436700,27597.0703125,27765.55078125,27500.759765625,27693.5390625,1559455500,19977.140625,20087.69921875,19946.75,20026.380859375,184100000
2015-05-20,4434.97900390625,4520.5380859375,4432.27880859375,4446.2880859375,514100,27751.439453125,27751.439453125,27490.330078125,27585.05078125,1470372800,20175.58984375,20278.890625,20148.509765625,20196.560546875,176400000
2015-05-21,4456.43505859375,4530.47802734375,4438.2578125,4529.421875,465000,27507.3203125,27611.720703125,27393.310546875,27523.720703125,1221508500,20215.4609375,20320.900390625,20175.779296875,20202.869140625,181800000
2015-05-22,4584.98388671875,4658.27294921875,4562.98876953125,4657.59619140625,655600,27723.669921875,28041.3203125,27696.970703125,27992.830078125,1899363800,20208.849609375,20278.310546875,20130.83984375,20264.41015625,141500000
2015-05-26,4854.85009765625,4911.68505859375,4779.0751953125,4910.89697265625,704900,28462.3203125,28524.599609375,28237.490234375,28249.859375,2672054500,20431.26953125,20473.849609375,20378.76953125,20437.48046875,130800000
2015-05-27,4932.84619140625,4958.15576171875,4857.05615234375,4941.7138671875,681200,28214.66015625,28214.66015625,27982.140625,28081.2109375,1863591500,20380.640625,20513.220703125,20363.2109375,20472.580078125,184700000
2015-05-28,4943.7421875,4986.5029296875,4614.2412109375,4620.26611328125,783000,28162.25,28162.25,27242.109375,27454.310546875,3066678800,20590.279296875,20655.330078125,20473.26953125,20551.4609375,241500000
2015-05-29,4603.46484375,4698.19287109375,4431.56298828125,4611.744140625,611300,27398.279296875,27604.26953125,27255.890625,27424.189453125,3050185700,20510.26953125,20636.41015625,20508.400390625,20563.150390625,241100000
2015-06-01,4633.09814453125,4829.501953125,4615.23095703125,4828.73779296875,593400,27373.060546875,27766.3203125,27241.94921875,27597.16015625,1972936000,20444.5390625,20595.41015625,20410.26953125,20569.869140625,173400000
2015-06-02,4844.7041015625,4911.57421875,4797.5517578125,4910.52685546875,623700,27473.44921875,27602.880859375,27348.130859375,27466.720703125,1502001000,20604.669921875,20619.609375,20470.259765625,20543.189453125,200400000
2015-06-03,4924.380859375,4942.06494140625,4822.44189453125,4909.97802734375,611500,27716.33984375,27767.23046875,27508.83984375,27657.470703125,1735744700,20443.150390625,20506.349609375,20397.73046875,20473.509765625,163600000
2015-06-04,4912.94482421875,4947.96484375,4647.4072265625,4947.10205078125,675000,27645.359375,27854.740234375,27094.5,27551.890625,3066127000,20539.939453125,20552.4609375,20438.2109375,20488.189453125,171700000
2015-06-05,5016.087890625,5051.6259765625,4898.06787109375,5023.09619140625,772200,27538.060546875,27646.720703125,27211.359375,27260.16015625,2228885200,20398.759765625,20480.25,20363.1796875,20460.900390625,165800000
2015-06-08,5045.69384765625,5146.94921875,4997.48095703125,5131.880859375,855000,27147.240234375,27428.58984375,27060.240234375,27316.279296875,2391660200,20537.849609375,20544.939453125,20359.060546875,20457.189453125,139800000
2015-06-09,5145.97802734375,5147.4541015625,5042.962890625,5113.5341796875,729900,27295.880859375,27322.140625,26971.5703125,26989.51953125,2384116300,20293.05078125,20332.419921875,20095.48046875,20096.30078125,160700000
2015-06-10,5049.19677734375,5164.162109375,5001.48876953125,5106.0361328125,597000,27052.7890625,27116.919921875,26573.9609375,26687.640625,1977373500,20126.359375,20264.919921875,20016.3203125,20046.359375,183200000
2015-06-11,5101.43994140625,5122.45703125,5050.76513671875,5121.5927734375,564000,26938.150390625,26991.509765625,26839.4296875,26907.849609375,1670581300,20183.609375,20382.970703125,20178.0390625,20382.970703125,150400000
2015-06-12,5143.3427734375,5178.19091796875,5103.40087890625,5166.35009765625,625600,27082.599609375,27356.509765625,26987.51953125,27280.5390625,1734157900,20431.779296875,20437.259765625,20331.189453125,20407.080078125,189900000
2015-06-15,5174.41796875,5176.794921875,5048.7421875,5062.9931640625,637800,27095.1796875,27131.359375,26841.51953125,26861.810546875,1324712200,20205.099609375,20401.48046875,20205.099609375,20387.7890625,115700000
2015-06-16,5004.412109375,5029.68408203125,4842.10009765625,4887.43212890625,550800,26807.669921875,26892.880859375,26553.0390625,26566.69921875,1761927200,20332.830078125,20368.2109375,20234.16015625,20257.939453125,133000000
2015-06-17,4890.55078125,4983.658203125,4767.2158203125,4967.89794921875,537100,26671.19921875,26880.7890625,26555.9609375,26753.7890625,1819404400,20306.099609375,20323.080078125,20126.5703125,20219.26953125,124200000
2015-06-18,4942.52001953125,4966.76708984375,4780.873046875,4785.35595703125,507400,26786.529296875,26873.669921875,26595.9609375,26694.66015625,1469953200,20193.58984375,20200.509765625,19990.55078125,19990.8203125,134500000
2015-06-19,4689.92919921875,4744.0810546875,4476.5009765625,4478.36376953125,452700,26885.73046875,27011.94921875,26701.720703125,26760.529296875,2497578900,20152.41015625,20194.44921875,20075.91015625,20174.240234375,160900000
2015-06-23,4471.61279296875,4577.93896484375,4264.77197265625,4576.4921875,473500,27126.470703125,27406.41015625,27008.509765625,27333.4609375,2138105800,20547.740234375,20809.419921875,20531.130859375,20809.419921875,183300000
2015-06-24,4604.5791015625,4691.76806640625,4552.12890625,4690.14990234375,543000,27397.369140625,27470.5,27292.849609375,27404.970703125,1659067500,20889.3203125,20952.7109375,20838.220703125,20868.029296875,166700000
2015-06-25,4711.76318359375,4720.701171875,4483.5478515625,4527.77880859375,572800,27329.169921875,27350.490234375,27120.720703125,27145.75,1908078300,20777.689453125,20866.580078125,20758.599609375,20771.400390625,128300000
2015-06-26,4399.93310546875,4456.89599609375,4139.52978515625,4192.873046875,565200,27016.08984375,27016.08984375,26522.44921875,26663.869140625,2473398200,20758.4296875,20785.759765625,20650.0,20706.150390625,140100000
2015-06-29,4289.77099609375,4297.47509765625,3875.050048828125,4053.030029296875,673800,26560.130859375,26631.509765625,25617.779296875,25966.98046875,3023218900,20305.970703125,20361.599609375,20093.16015625,20109.94921875,165300000
2015-06-30,4006.75390625,4279.96923828125,3847.8798828125,4277.22216796875,709200,25944.029296875,26470.439453125,25885.66015625,26250.029296875,2480821500,20174.609375,20243.1796875,20118.259765625,20235.73046875,168100000
2015-07-02,4058.6240234375,4080.386962890625,3795.2529296875,3912.76708984375,586000,26459.4296875,26459.4296875,26135.619140625,26282.3203125,2185444300,20565.939453125,20601.73046875,20479.849609375,20522.5,137800000
2015-07-03,3793.7119140625,3927.1279296875,3629.555908203125,3686.9150390625,548200,26349.83984375,26402.849609375,25933.119140625,26064.109375,1888925900,20476.689453125,20557.509765625,20431.25,20539.7890625,145800000
2015-07-06,3975.214111328125,3975.214111328125,3653.037109375,3775.912109375,831100,26083.990234375,26261.529296875,24750.310546875,25236.279296875,3514118700,20200.150390625,20310.720703125,20012.23046875,20112.119140625,163700000
2015-07-07,3654.778076171875,3750.570068359375,3585.39892578125,3727.125,698800,25391.759765625,25439.33984375,24819.259765625,24975.310546875,3020385200,20354.23046875,20428.0,20337.1796875,20376.58984375,139300000
2015-07-08,3467.39892578125,3599.2529296875,3421.52490234375,3507.19189453125,680400,24411.30078125,24411.30078125,22836.8203125,23516.560546875,5441410900,20282.490234375,20310.890625,19737.640625,19737.640625,207600000
2015-07-09,3432.4541015625,3748.47900390625,3373.5400390625,3709.330078125,656900,23435.5,24695.75,23332.900390625,24392.7890625,4266946400,19422.779296875,19855.5,19115.19921875,19855.5,252900000
2015-07-10,3707.4580078125,3959.219970703125,3677.43505859375,3877.802978515625,586400,24567.919921875,25015.169921875,24567.919921875,24901.279296875,3230873300,19829.9296875,19978.240234375,19720.150390625,19779.830078125,193000000
2015-07-13,3918.989990234375,4030.195068359375,3858.636962890625,3970.387939453125,643500,24709.580078125,25275.759765625,24596.439453125,25224.009765625,2124810600,19929.919921875,20120.150390625,19911.390625,20089.76953125,139000000
2015-07-14,3958.373046875,4035.43505859375,3855.56005859375,3924.487060546875,670600,25184.060546875,25250.94921875,24906.470703125,25120.91015625,2129805300,20355.330078125,20435.529296875,20322.19921875,20385.330078125,161800000
2015-07-15,3874.968017578125,3914.27294921875,3741.25,3805.702880859375,601300,25219.44921875,25219.44921875,24862.650390625,25055.759765625,1603476600,20478.849609375,20496.599609375,20401.08984375,20463.330078125,127100000
2015-07-16,3758.5048828125,3877.513916015625,3688.44189453125,3823.176025390625,492300,24976.080078125,25170.349609375,24841.140625,25162.779296875,1386159700,20588.98046875,20612.5,20522.25,20600.119140625,136800000
2015-07-17,3831.4208984375,3994.47705078125,3814.14697265625,3957.35205078125,481700,25246.640625,25517.44921875,25183.859375,25415.26953125,1279509000,20646.630859375,20658.94921875,20611.220703125,20650.919921875,118100000
2015-07-21,3939.89794921875,4041.819091796875,3912.801025390625,4017.675048828125,504300,25428.880859375,25634.3203125,25342.689453125,25536.4296875,1125389100,20763.310546875,20850.0,20710.33984375,20841.970703125,134500000
2015-07-22,3996.427001953125,4042.337890625,3960.864013671875,4026.044921875,520700,25401.7890625,25401.7890625,25177.599609375,25282.619140625,1298894500,20657.80078125,20677.83984375,20576.189453125,20593.669921875,145400000
2015-07-23,4022.26806640625,4132.61181640625,4019.0380859375,4123.9228515625,563600,25308.55078125,25500.990234375,25250.359375,25398.849609375,1130615300,20693.5703125,20708.23046875,20648.759765625,20683.94921875,119100000
2015-07-24,4124.7548828125,4184.44921875,4044.8310546875,4070.907958984375,627400,25279.94921875,25279.94921875,25073.19921875,25128.509765625,1134624200,20603.630859375,20631.5390625,20527.779296875,20544.529296875,110700000
2015-07-27,3985.570068359375,4051.158935546875,3720.444091796875,3725.55810546875,556000,24906.779296875,24908.580078125,24282.2109375,24351.9609375,2317678800,20374.05078125,20486.9296875,20278.73046875,20350.099609375,122600000
2015-07-28,3573.14306640625,3762.52587890625,3537.35791015625,3663.001953125,563300,24269.900390625,24947.349609375,24140.619140625,24503.939453125,2134225400,20188.5703125,20423.580078125,20070.619140625,20328.890625,149800000
2015-07-29,3689.824951171875,3792.072021484375,3612.06396484375,3789.16796875,434400,24630.439453125,24718.640625,24444.470703125,24619.44921875,1350559500,20425.689453125,20425.689453125,20205.2109375,20302.91015625,132800000
2015-07-30,3773.7880859375,3844.3740234375,3685.9560546875,3705.76611328125,457900,24822.419921875,24872.69921875,24478.0703125,24497.98046875,1488228200,20450.609375,20583.5703125,20443.890625,20522.830078125,181400000
2015-07-31,3655.6669921875,3729.511962890625,3620.1650390625,3663.72607421875,351000,24650.9296875,24661.189453125,24467.830078125,24636.279296875,1363737600,20506.55078125,20585.240234375,20466.80078125,20585.240234375,175400000
