Date,Open,High,Low,Close
2007-10-03,504.6099853515625,504.6099853515625,491.4100036621094,495.19000244140625
2007-10-04,495.2799987792969,495.3800048828125,490.1400146484375,493.989990234375
2007-10-05,494.2900085449219,501.29998779296875,493.1199951171875,498.8500061035156
2007-10-08,498.7699890136719,501.6300048828125,495.6499938964844,501.1099853515625
2007-10-09,501.0,501.0,491.3399963378906,496.67999267578125
2007-10-10,496.0899963378906,496.0899963378906,488.8500061035156,493.82000732421875
2007-10-11,493.489990234375,495.989990234375,479.5,481.7099914550781
2007-10-12,482.7799987792969,490.5199890136719,482.7799987792969,487.42999267578125
2007-10-15,487.70001220703125,491.3299865722656,484.9800109863281,487.3699951171875
2007-10-16,486.8399963378906,491.8999938964844,485.6400146484375,486.8800048828125
2007-10-17,488.70001220703125,498.739990234375,488.70001220703125,495.8900146484375
2007-10-18,495.6600036621094,497.010009765625,489.19000244140625,496.3299865722656
2007-10-19,496.2699890136719,496.32000732421875,474.20001220703125,475.010009765625
2007-10-22,474.6400146484375,481.6600036621094,472.1099853515625,479.82000732421875
2007-10-23,480.1499938964844,480.3299865722656,471.82000732421875,478.6199951171875
2007-10-24,479.6000061035156,479.6000061035156,452.2099914550781,461.8299865722656
2007-10-25,461.94000244140625,462.8399963378906,447.1099853515625,452.510009765625
2007-10-26,452.70001220703125,456.9200134277344,449.0299987792969,451.92999267578125
2007-10-29,451.82000732421875,459.6199951171875,451.82000732421875,458.55999755859375
2007-10-30,458.489990234375,462.0799865722656,456.3699951171875,459.3299865722656
2007-10-31,459.489990234375,464.4800109863281,457.1199951171875,463.3900146484375
2007-11-01,463.3399963378906,463.3399963378906,454.92999267578125,455.17999267578125
2007-11-02,455.2900085449219,459.20001220703125,452.1000061035156,457.92999267578125
2007-11-05,457.79998779296875,457.79998779296875,449.1099853515625,452.2200012207031
2007-11-06,452.79998779296875,455.5,449.67999267578125,455.3500061035156
2007-11-07,455.29998779296875,455.29998779296875,443.8699951171875,444.1600036621094
2007-11-08,444.04998779296875,445.239990234375,431.6099853515625,437.4200134277344
2007-11-09,437.2900085449219,441.3500061035156,432.6199951171875,436.29998779296875
2007-11-12,437.0,440.1099853515625,429.8599853515625,430.32000732421875
2007-11-13,430.4599914550781,440.1199951171875,430.3999938964844,440.1199951171875
2007-11-14,440.6300048828125,442.739990234375,431.5299987792969,431.69000244140625
2007-11-15,431.489990234375,434.6400146484375,425.2200012207031,428.3399963378906
2007-11-16,428.3800048828125,430.5799865722656,421.5400085449219,426.2900085449219
2007-11-19,426.2099914550781,426.239990234375,417.0199890136719,417.54998779296875
2007-11-20,417.6099853515625,421.7900085449219,405.44000244140625,413.0199890136719
2007-11-21,412.9200134277344,415.3900146484375,401.8599853515625,407.82000732421875
2007-11-23,407.8699951171875,414.54998779296875,407.3399963378906,413.4800109863281
2007-11-26,413.3500061035156,416.0,402.010009765625,402.3500061035156
2007-11-27,402.5,411.57000732421875,402.5,410.5799865722656
2007-11-28,411.0199890136719,423.5199890136719,411.0199890136719,420.2300109863281
2007-11-29,420.1300048828125,422.3599853515625,417.54998779296875,420.1099853515625
2007-11-30,420.44000244140625,424.3399963378906,412.3599853515625,414.5799865722656
2007-12-03,414.6499938964844,417.8800048828125,414.3699951171875,414.9800109863281
2007-12-04,414.54998779296875,414.7900085449219,411.0199890136719,411.6400146484375
2007-12-05,412.010009765625,424.54998779296875,412.010009765625,421.7300109863281
2007-12-06,421.7900085449219,429.07000732421875,421.5400085449219,428.9100036621094
2007-12-07,428.57000732421875,430.8599853515625,426.19000244140625,429.07000732421875
2007-12-10,428.8800048828125,433.4599914550781,427.92999267578125,432.25
2007-12-11,432.25,435.010009765625,422.82000732421875,423.2699890136719
2007-12-12,423.69000244140625,433.2300109863281,421.1000061035156,425.6700134277344
2007-12-13,425.6300048828125,427.67999267578125,417.3500061035156,420.8999938964844
2007-12-14,420.55999755859375,420.5899963378906,413.010009765625,414.1300048828125
2007-12-17,414.04998779296875,414.05999755859375,407.3999938964844,407.6000061035156
2007-12-18,407.8500061035156,410.9200134277344,405.0799865722656,408.7900085449219
2007-12-19,408.44000244140625,411.7200012207031,406.6300048828125,409.0400085449219
2007-12-20,409.3299865722656,415.05999755859375,409.260009765625,414.57000732421875
2007-12-21,414.739990234375,418.9800109863281,413.8299865722656,416.1400146484375
2007-12-24,416.17999267578125,419.3500061035156,415.8399963378906,418.4100036621094
2007-12-26,418.4100036621094,419.17999267578125,415.7799987792969,418.489990234375
2007-12-27,418.54998779296875,419.2099914550781,410.3800048828125,410.8900146484375
2007-12-28,411.05999755859375,413.2900085449219,408.2699890136719,409.989990234375
2007-12-31,409.8999938964844,410.0,405.70001220703125,408.0400085449219
2008-01-02,407.9100036621094,409.1300048828125,393.3999938964844,396.7300109863281
2008-01-03,396.3599853515625,396.9200134277344,389.2799987792969,391.2900085449219
2008-01-04,389.9700012207031,390.1400146484375,370.0400085449219,372.8500061035156
2008-01-07,373.0,375.80999755859375,366.2900085449219,371.6099853515625
2008-01-08,371.1199951171875,375.6000061035156,361.4700012207031,361.7099914550781
2008-01-09,361.8399963378906,366.0899963378906,354.5,362.94000244140625
2008-01-10,362.8699951171875,365.0799865722656,356.4100036621094,362.54998779296875
2008-01-11,362.25,362.25,352.25,353.8900146484375
2008-01-14,354.0799865722656,364.92999267578125,354.0199890136719,364.6499938964844
2008-01-15,364.55999755859375,364.55999755859375,351.55999755859375,353.1700134277344
2008-01-16,350.3699951171875,362.8900146484375,344.760009765625,355.5199890136719
2008-01-17,355.7099914550781,363.6499938964844,349.1300048828125,349.8500061035156
2008-01-18,350.04998779296875,361.6300048828125,350.04998779296875,358.2699890136719
2008-01-22,357.0799865722656,357.1300048828125,341.7799987792969,347.9800109863281
2008-01-23,346.82000732421875,353.4800109863281,334.2900085449219,352.260009765625
2008-01-24,352.5299987792969,362.1499938964844,351.9599914550781,361.05999755859375
2008-01-25,361.4599914550781,369.9800109863281,354.0299987792969,354.5
2008-01-28,354.5299987792969,359.80999755859375,349.4700012207031,359.739990234375
2008-01-29,359.6099853515625,362.2099914550781,354.010009765625,357.2699890136719
2008-01-30,357.7200012207031,362.9599914550781,355.3900146484375,358.80999755859375
2008-01-31,358.17999267578125,362.1700134277344,352.7200012207031,359.0
2008-02-01,358.9700012207031,380.1300048828125,358.9700012207031,379.7300109863281
2008-02-04,379.6600036621094,379.79998779296875,370.55999755859375,371.4800109863281
2008-02-05,371.3399963378906,371.3399963378906,357.04998779296875,357.1099853515625
2008-02-06,357.1199951171875,359.5400085449219,346.0899963378906,346.9100036621094
2008-02-07,346.6499938964844,352.4200134277344,336.7200012207031,347.3900146484375
2008-02-08,347.489990234375,352.3299865722656,345.1499938964844,349.739990234375
2008-02-11,349.92999267578125,357.9800109863281,349.1199951171875,355.3299865722656
2008-02-12,355.0899963378906,360.4599914550781,351.4800109863281,352.82000732421875
2008-02-13,353.9599914550781,364.4100036621094,353.9599914550781,363.489990234375
2008-02-14,363.44000244140625,363.45001220703125,352.739990234375,353.260009765625
2008-02-15,353.1600036621094,354.5299987792969,345.6099853515625,347.55999755859375
2008-02-19,347.92999267578125,352.3800048828125,341.8800048828125,343.010009765625
2008-02-20,343.0,354.5,342.2799987792969,352.4200134277344
2008-02-21,352.25,360.8500061035156,350.1400146484375,351.5299987792969
2008-02-22,351.239990234375,353.4700012207031,344.8399963378906,351.8800048828125
2008-02-25,351.7799987792969,359.20001220703125,348.57000732421875,356.57000732421875
2008-02-26,356.5400085449219,366.1400146484375,355.7099914550781,362.8599853515625
2008-02-27,362.8399963378906,369.3299865722656,360.989990234375,367.260009765625
2008-02-28,367.17999267578125,367.17999267578125,356.05999755859375,357.82000732421875
2008-02-29,357.69000244140625,357.69000244140625,347.20001220703125,348.04998779296875
2008-03-03,348.0,348.4599914550781,341.6700134277344,345.5
2008-03-04,345.32000732421875,349.29998779296875,337.9700012207031,348.2900085449219
2008-03-05,348.2900085449219,354.9700012207031,348.1300048828125,351.8299865722656
2008-03-06,351.7799987792969,351.80999755859375,342.3500061035156,342.55999755859375
2008-03-07,342.42999267578125,351.25,339.489990234375,344.6199951171875
2008-03-10,344.4800109863281,347.82000732421875,339.4599914550781,339.7300109863281
2008-03-11,340.0899963378906,350.6300048828125,340.0899963378906,350.5400085449219
2008-03-12,350.69000244140625,351.6000061035156,344.9100036621094,345.1300048828125
2008-03-13,344.75,352.4700012207031,339.44000244140625,348.9200134277344
2008-03-14,349.2900085449219,351.3399963378906,335.9599914550781,338.5799865722656
2008-03-17,338.3299865722656,340.45001220703125,332.1099853515625,337.05999755859375
2008-03-18,337.54998779296875,349.9599914550781,337.54998779296875,349.9599914550781
2008-03-19,349.75,350.19000244140625,335.3900146484375,335.75
2008-03-20,334.94000244140625,340.3500061035156,332.57000732421875,339.8900146484375
2008-03-24,339.8900146484375,355.5799865722656,339.7200012207031,352.5
2008-03-25,352.5899963378906,356.54998779296875,350.42999267578125,352.7200012207031
2008-03-26,352.25,352.25,343.739990234375,347.739990234375
2008-03-27,347.8599853515625,350.0299987792969,342.739990234375,342.739990234375
2008-03-28,342.9200134277344,347.989990234375,338.7900085449219,339.2799987792969
2008-03-31,339.260009765625,345.2799987792969,339.260009765625,343.94000244140625
2008-04-01,344.2099914550781,359.04998779296875,344.2099914550781,358.4599914550781
2008-04-02,358.3699951171875,365.8800048828125,357.8699951171875,361.2200012207031
2008-04-03,361.07000732421875,372.8699951171875,358.2900085449219,370.489990234375
2008-04-04,370.75,372.7200012207031,363.5199890136719,369.07000732421875
2008-04-07,369.1199951171875,375.75,367.8699951171875,369.54998779296875
2008-04-08,369.0199890136719,369.0199890136719,357.95001220703125,359.30999755859375
2008-04-09,359.3399963378906,365.7099914550781,359.20001220703125,364.8399963378906
2008-04-10,364.80999755859375,374.6499938964844,363.2099914550781,371.3599853515625
2008-04-11,370.42999267578125,370.42999267578125,357.7099914550781,358.67999267578125
2008-04-14,359.1099853515625,359.1499938964844,351.8599853515625,352.55999755859375
2008-04-15,352.6400146484375,352.92999267578125,344.95001220703125,351.8399963378906
2008-04-16,352.07000732421875,372.57000732421875,352.07000732421875,371.0199890136719
2008-04-17,371.79998779296875,373.75,362.42999267578125,368.2799987792969
2008-04-18,368.44000244140625,379.95001220703125,368.44000244140625,377.3399963378906
2008-04-21,377.010009765625,383.42999267578125,375.8399963378906,383.0799865722656
2008-04-22,382.8399963378906,382.8399963378906,367.5299987792969,370.5799865722656
2008-04-23,373.6300048828125,388.6199951171875,373.5799865722656,385.8299865722656
2008-04-24,385.80999755859375,394.8900146484375,381.4100036621094,391.42999267578125
2008-04-25,391.5199890136719,392.8999938964844,383.19000244140625,391.1700134277344
2008-04-28,390.6400146484375,392.04998779296875,387.3299865722656,390.29998779296875
2008-04-29,390.3399963378906,393.75,388.3599853515625,391.0400085449219
2008-04-30,391.2699890136719,392.7300109863281,382.9800109863281,385.1600036621094
2008-05-01,385.05999755859375,401.6700134277344,384.4700012207031,400.2900085449219
2008-05-02,400.2900085449219,405.0899963378906,393.6199951171875,399.8500061035156
2008-05-05,399.3900146484375,401.6199951171875,393.6199951171875,396.8599853515625
2008-05-06,396.6600036621094,404.010009765625,393.0400085449219,403.010009765625
2008-05-07,402.7300109863281,407.4700012207031,396.3699951171875,397.510009765625
2008-05-08,397.57000732421875,402.94000244140625,394.3999938964844,399.760009765625
2008-05-09,399.489990234375,401.45001220703125,393.17999267578125,398.5
2008-05-12,398.5400085449219,403.5400085449219,396.2300109863281,403.1199951171875
2008-05-13,403.05999755859375,407.6099853515625,402.8699951171875,407.19000244140625
2008-05-14,406.0799865722656,418.1499938964844,406.0799865722656,411.2900085449219
2008-05-15,411.260009765625,420.3900146484375,410.2099914550781,419.7200012207031
2008-05-16,419.95001220703125,421.7200012207031,412.5199890136719,421.6700134277344
2008-05-19,421.6700134277344,429.45001220703125,416.4599914550781,418.3500061035156
2008-05-20,418.0799865722656,418.1400146484375,404.1499938964844,405.5299987792969
2008-05-21,406.7799987792969,409.0299987792969,400.010009765625,401.57000732421875
2008-05-22,401.69000244140625,408.1600036621094,401.6600036621094,404.4800109863281
2008-05-23,404.1199951171875,404.1199951171875,395.1099853515625,400.1499938964844
2008-05-27,400.30999755859375,407.760009765625,400.2300109863281,407.19000244140625
2008-05-28,407.4599914550781,410.0799865722656,404.2200012207031,408.5
2008-05-29,408.510009765625,409.4200134277344,405.5899963378906,407.19000244140625
2008-05-30,407.1099853515625,418.0,407.1000061035156,415.20001220703125
2008-06-02,415.32000732421875,415.55999755859375,405.0899963378906,409.30999755859375
2008-06-03,409.4200134277344,413.5299987792969,403.7300109863281,407.79998779296875
2008-06-04,407.7300109863281,417.0299987792969,406.2200012207031,413.17999267578125
2008-06-05,413.32000732421875,419.9700012207031,412.3599853515625,417.5299987792969
2008-06-06,417.3500061035156,418.42999267578125,405.42999267578125,405.4800109863281
2008-06-09,405.5299987792969,408.239990234375,394.04998779296875,402.0899963378906
2008-06-10,401.8299865722656,401.8299865722656,392.4800109863281,395.260009765625
2008-06-11,395.1600036621094,395.1600036621094,381.6300048828125,381.70001220703125
2008-06-12,381.6199951171875,390.9200134277344,381.1300048828125,383.5899963378906
2008-06-13,383.5899963378906,395.4200134277344,383.5899963378906,393.80999755859375
2008-06-16,393.80999755859375,402.1700134277344,392.0199890136719,399.739990234375
2008-06-17,399.6300048828125,402.010009765625,393.55999755859375,393.6000061035156
2008-06-18,393.0400085449219,393.0899963378906,382.8299865722656,384.4700012207031
2008-06-19,384.3999938964844,397.45001220703125,381.29998779296875,394.42999267578125
2008-06-20,392.8900146484375,392.8900146484375,381.3699951171875,383.1099853515625
2008-06-23,383.489990234375,388.07000732421875,377.9100036621094,378.7099914550781
2008-06-24,378.6000061035156,386.9100036621094,376.07000732421875,380.32000732421875
2008-06-25,380.4700012207031,392.8599853515625,380.4700012207031,387.44000244140625
2008-06-26,387.04998779296875,387.04998779296875,368.3299865722656,370.0
2008-06-27,369.8999938964844,371.7799987792969,362.6000061035156,369.0899963378906
2008-06-30,368.94000244140625,375.17999267578125,366.9700012207031,368.17999267578125
2008-07-01,367.7799987792969,367.7799987792969,356.489990234375,366.0400085449219
2008-07-02,366.05999755859375,369.82000732421875,356.8999938964844,358.010009765625
2008-07-03,358.1499938964844,359.1199951171875,348.510009765625,354.6199951171875
2008-07-07,355.29998779296875,365.3399963378906,351.489990234375,356.8399963378906
2008-07-08,356.94000244140625,360.0299987792969,351.510009765625,360.010009765625
2008-07-09,359.8800048828125,359.8800048828125,344.32000732421875,344.5
2008-07-10,344.25,350.29998779296875,340.989990234375,349.17999267578125
2008-07-11,348.7099914550781,351.0199890136719,337.9100036621094,346.6400146484375
2008-07-14,345.9700012207031,350.6000061035156,339.5199890136719,343.0
2008-07-15,342.760009765625,353.989990234375,338.42999267578125,347.3999938964844
2008-07-16,347.2900085449219,360.6700134277344,346.3500061035156,360.0799865722656
2008-07-17,360.69000244140625,369.989990234375,357.3299865722656,368.3599853515625
2008-07-18,367.92999267578125,368.07000732421875,358.70001220703125,365.8900146484375
2008-07-21,366.010009765625,369.42999267578125,360.4200134277344,361.8900146484375
2008-07-22,361.67999267578125,361.67999267578125,340.54998779296875,345.45001220703125
2008-07-23,345.5199890136719,354.2300109863281,343.760009765625,350.3800048828125
2008-07-24,350.1199951171875,350.1199951171875,334.7799987792969,335.5899963378906
2008-07-25,335.6400146484375,338.8699951171875,332.7099914550781,337.6300048828125
2008-07-28,336.7900085449219,337.70001220703125,330.239990234375,331.32000732421875
2008-07-29,331.5400085449219,339.8299865722656,331.3299865722656,339.1199951171875
2008-07-30,339.3699951171875,345.69000244140625,337.7300109863281,341.9100036621094
2008-07-31,341.4599914550781,348.1199951171875,338.2799987792969,340.8599853515625
2008-08-01,340.8800048828125,343.57000732421875,333.3500061035156,338.19000244140625
2008-08-04,337.8999938964844,342.8900146484375,337.3500061035156,339.70001220703125
2008-08-05,339.69000244140625,350.3299865722656,339.69000244140625,350.3299865722656
2008-08-06,350.2200012207031,356.0400085449219,344.3800048828125,354.20001220703125
2008-08-07,353.8900146484375,366.8299865722656,350.6499938964844,359.6499938964844
2008-08-08,359.5299987792969,368.3299865722656,357.010009765625,367.19000244140625
2008-08-11,367.55999755859375,379.3399963378906,366.6099853515625,374.1400146484375
2008-08-12,374.05999755859375,377.57000732421875,372.79998779296875,375.2799987792969
2008-08-13,375.0199890136719,378.4800109863281,368.8800048828125,373.0899963378906
2008-08-14,372.92999267578125,378.44000244140625,369.2900085449219,377.0899963378906
2008-08-15,377.2099914550781,378.5799865722656,372.70001220703125,376.42999267578125
2008-08-18,376.3500061035156,378.0,365.9100036621094,369.94000244140625
2008-08-19,369.6000061035156,369.75,359.8599853515625,360.57000732421875
2008-08-20,361.57000732421875,367.7300109863281,360.4100036621094,362.6700134277344
2008-08-21,362.7099914550781,362.8500061035156,358.30999755859375,361.45001220703125
2008-08-22,361.5899963378906,367.239990234375,361.5799865722656,366.20001220703125
2008-08-25,365.9800109863281,366.44000244140625,360.239990234375,360.5
2008-08-26,360.55999755859375,360.55999755859375,354.4800109863281,356.9800109863281
2008-08-27,356.92999267578125,361.8599853515625,355.6099853515625,358.80999755859375
2008-08-28,358.8500061035156,363.6400146484375,358.8500061035156,362.8299865722656
2008-08-29,361.8699951171875,361.8699951171875,350.6099853515625,352.82000732421875
2008-09-02,353.1700134277344,361.9200134277344,348.2300109863281,350.3699951171875
2008-09-03,350.25,350.25,333.9599914550781,335.5400085449219
2008-09-04,335.4599914550781,335.4599914550781,323.1300048828125,324.0799865722656
2008-09-05,324.05999755859375,333.3999938964844,322.239990234375,331.2900085449219
2008-09-08,331.45001220703125,337.0299987792969,324.5,330.8399963378906
2008-09-09,330.989990234375,331.17999267578125,318.1499938964844,319.29998779296875
2008-09-10,319.94000244140625,325.5199890136719,319.8599853515625,321.94000244140625
2008-09-11,321.7799987792969,325.25,314.8399963378906,323.8900146484375
2008-09-12,323.75,323.75,315.4700012207031,322.1300048828125
2008-09-15,321.7799987792969,321.7900085449219,311.760009765625,311.760009765625
2008-09-16,311.70001220703125,320.0299987792969,305.489990234375,316.3599853515625
2008-09-17,315.7900085449219,324.489990234375,312.05999755859375,312.07000732421875
2008-09-18,312.92999267578125,331.95001220703125,309.6700134277344,327.7099914550781
2008-09-19,328.1600036621094,344.4800109863281,328.1600036621094,333.9100036621094
2008-09-22,333.8599853515625,333.8599853515625,318.4700012207031,318.5199890136719
2008-09-23,318.2300109863281,323.0899963378906,310.7699890136719,312.6700134277344
2008-09-24,312.760009765625,319.4800109863281,312.760009765625,315.1400146484375
2008-09-25,315.8800048828125,323.3800048828125,314.8500061035156,319.8900146484375
2008-09-26,319.4700012207031,322.32000732421875,312.0400085449219,321.6199951171875
2008-09-29,321.3999938964844,321.3999938964844,296.7300109863281,297.6099853515625
2008-09-30,293.6000061035156,306.8900146484375,293.6000061035156,306.8900146484375
2008-10-01,306.6400146484375,306.70001220703125,298.94000244140625,303.2300109863281
2008-10-02,303.0400085449219,303.0400085449219,287.9800109863281,288.54998779296875
2008-10-03,288.7099914550781,298.7200012207031,283.70001220703125,284.739990234375
2008-10-06,284.5400085449219,284.5400085449219,261.8699951171875,274.7699890136719
2008-10-07,275.05999755859375,280.57000732421875,257.9599914550781,257.9599914550781
2008-10-08,257.80999755859375,270.739990234375,253.22000122070312,256.1700134277344
2008-10-09,256.6199951171875,266.1199951171875,246.85000610351562,248.42999267578125
2008-10-10,247.8800048828125,256.2799987792969,231.92999267578125,246.11000061035156
2008-10-13,247.19000244140625,270.4700012207031,247.19000244140625,269.9100036621094
2008-10-14,270.2200012207031,276.239990234375,254.1199951171875,256.3999938964844
2008-10-15,256.29998779296875,256.29998779296875,233.57000732421875,233.58999633789062
2008-10-16,233.5800018310547,244.19000244140625,223.80999755859375,243.88999938964844
2008-10-17,243.72999572753906,249.3699951171875,237.3000030517578,239.1300048828125
2008-10-20,239.30999755859375,243.9199981689453,238.30999755859375,243.9199981689453
2008-10-21,243.52000427246094,243.52000427246094,233.32000732421875,234.08999633789062
2008-10-22,233.86000061035156,234.66000366210938,215.14999389648438,219.6999969482422
2008-10-23,219.80999755859375,222.88999938964844,207.9199981689453,216.72000122070312
2008-10-24,216.72000122070312,219.42999267578125,202.4199981689453,212.3300018310547
2008-10-27,212.16000366210938,220.75,206.91000366210938,212.57000732421875
2008-10-28,212.88999938964844,232.5,212.49000549316406,232.41000366210938
2008-10-29,232.2899932861328,232.72000122070312,223.7100067138672,225.94000244140625
2008-10-30,226.1999969482422,236.63999938964844,226.1999969482422,235.05999755859375
2008-10-31,234.83999633789062,243.57000732421875,231.75,239.47000122070312
2008-11-03,239.9499969482422,242.1300048828125,235.6199951171875,237.10000610351562
2008-11-04,243.39999389648438,247.75999450683594,240.25999450683594,247.7100067138672
2008-11-05,244.47000122070312,246.5800018310547,235.9499969482422,236.25
2008-11-06,231.69000244140625,234.6699981689453,218.17999267578125,219.44000244140625
2008-11-07,221.32000732421875,224.38999938964844,218.64999389648438,223.19000244140625
2008-11-10,226.33999633789062,226.58999633789062,212.8800048828125,214.47999572753906
2008-11-11,213.17999267578125,216.3300018310547,207.8800048828125,211.42999267578125
2008-11-12,209.1199951171875,210.88999938964844,200.75,200.7899932861328
2008-11-13,201.0800018310547,215.19000244140625,191.77000427246094,215.14999389648438
2008-11-14,210.91000366210938,210.97000122070312,198.33999633789062,201.3800048828125
2008-11-17,198.85000610351562,202.30999755859375,195.6300048828125,195.72000122070312
2008-11-18,195.66000366210938,198.25999450683594,185.88999938964844,191.88999938964844
2008-11-19,191.72999572753906,192.8800048828125,177.80999755859375,178.0500030517578
2008-11-20,175.4600067138672,185.1699981689453,170.74000549316406,171.32000732421875
2008-11-21,174.33999633789062,180.24000549316406,167.5500030517578,180.22000122070312
2008-11-24,181.52000427246094,192.66000366210938,179.75999450683594,191.1999969482422
2008-11-25,193.25999450683594,193.9600067138672,183.00999450683594,187.02000427246094
2008-11-26,185.1999969482422,201.3300018310547,184.8000030517578,201.3000030517578
2008-11-28,199.72999572753906,200.67999267578125,195.8800048828125,198.24000549316406
2008-12-01,192.8800048828125,192.92999267578125,184.33999633789062,184.75
2008-12-02,185.3800048828125,187.5,180.47999572753906,185.69000244140625
2008-12-03,182.2899932861328,198.1300048828125,181.38999938964844,198.07000732421875
2008-12-04,193.1300048828125,196.1300048828125,183.97000122070312,186.63999938964844
2008-12-05,183.91000366210938,192.89999389648438,179.00999450683594,192.55999755859375
2008-12-08,195.91000366210938,197.9600067138672,191.9499969482422,196.14999389648438
2008-12-09,191.91000366210938,212.57000732421875,191.52000427246094,205.64999389648438
2008-12-10,207.1999969482422,215.5500030517578,204.4600067138672,208.57000732421875
2008-12-11,207.2100067138672,211.99000549316406,202.05999755859375,203.3699951171875
2008-12-12,200.11000061035156,213.6999969482422,198.92999267578125,212.94000244140625
2008-12-15,213.27999877929688,213.3800048828125,204.97999572753906,209.22000122070312
2008-12-16,212.22999572753906,221.8699951171875,210.52000427246094,221.52000427246094
2008-12-17,218.1699981689453,223.91000366210938,214.91000366210938,221.16000366210938
2008-12-18,219.3800048828125,221.08999633789062,206.05999755859375,208.9499969482422
